tenure,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents,Contract,InternetService,PaymentMethod,PaperlessBilling,Churn
39,88.54341850945512,3420.4142208106696,0,1,0,Month-to-month,DSL,Credit card (automatic),1,1
67,85.57452551641833,5738.038322122219,0,0,1,Month-to-month,No,Credit card (automatic),1,1
41,98.65626321304032,4078.219775939481,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,1
18,47.65095001421311,975.7650844038692,1,1,0,Month-to-month,DSL,Electronic check,0,0
18,69.0138541910402,1341.2444340413908,0,1,0,Month-to-month,No,Bank transfer (automatic),0,0
57,84.76739510082868,4842.903991687637,1,0,0,One year,Fiber optic,Mailed check,1,1
22,20.625681880990605,451.134793997991,0,0,0,Two year,No,Bank transfer (automatic),0,0
53,55.673874533095464,2920.960764809696,1,0,1,Two year,No,Bank transfer (automatic),1,0
64,87.58883576785689,5523.530590813712,0,1,0,Two year,DSL,Mailed check,0,0
11,43.25950931191334,361.53891150134484,0,0,0,Month-to-month,DSL,Credit card (automatic),1,0
23,113.77041070064872,2574.5842464318835,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
33,21.016137150683896,775.4047667667043,0,0,0,One year,Fiber optic,Credit card (automatic),1,0
52,113.80871875874229,5998.208253654957,0,0,0,Month-to-month,DSL,Mailed check,0,0
7,39.67638680104,281.3168720858257,0,1,0,Month-to-month,DSL,Mailed check,1,1
17,22.882204192537,412.258279157184,1,0,1,Month-to-month,DSL,Credit card (automatic),0,1
56,47.24740332235575,2615.6187320488048,0,1,0,Month-to-month,Fiber optic,Electronic check,1,1
4,96.62823072902253,385.00540120160696,0,0,0,Month-to-month,DSL,Bank transfer (automatic),1,1
25,93.24420064480532,2292.2963459073226,1,1,0,Month-to-month,DSL,Electronic check,1,0
29,38.8840416422792,1088.7387059716164,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
53,37.67901335917994,2027.614600967814,0,1,0,Two year,DSL,Bank transfer (automatic),1,0
12,82.25799158045407,956.8312204079156,1,1,0,Month-to-month,DSL,Electronic check,1,1
28,63.80826896757305,1811.239822561261,1,0,1,Two year,No,Bank transfer (automatic),1,0
2,97.22899533309023,187.0984178971906,0,1,0,Two year,Fiber optic,Electronic check,0,0
57,20.41327786925536,1234.4504495212095,0,1,0,One year,DSL,Credit card (automatic),0,0
1,79.0411860760571,106.65825107157409,0,0,1,Two year,No,Mailed check,1,0
27,91.06720122398758,2471.030748127335,0,1,0,Month-to-month,DSL,Bank transfer (automatic),1,0
1,117.3386112028669,45.82242791633955,0,1,0,One year,Fiber optic,Electronic check,0,0
6,85.87816942368468,490.74354303065456,0,0,0,Two year,Fiber optic,Mailed check,1,1
25,41.18451565499663,1027.0986751008065,0,1,1,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
15,28.818619488003876,435.007351906366,0,0,1,One year,Fiber optic,Bank transfer (automatic),1,0
22,82.09167746440754,1839.178343315591,0,1,0,Month-to-month,DSL,Bank transfer (automatic),1,1
39,70.3183067518216,2752.7149703282594,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
59,107.91452884450165,6315.295801015804,0,1,0,Two year,Fiber optic,Mailed check,1,0
31,90.66080211812749,2840.090578563033,1,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
14,68.97424500426206,942.576076208734,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
12,58.35894707651476,667.9307910860417,1,0,0,Two year,Fiber optic,Mailed check,0,0
4,58.43746995708203,178.614229120461,1,1,1,Month-to-month,No,Mailed check,1,1
51,40.630428615123456,2054.585441327782,0,1,0,Two year,Fiber optic,Bank transfer (automatic),0,0
40,19.732597175569705,761.4433850986929,0,1,0,Two year,DSL,Mailed check,0,0
52,75.49105882071062,3983.5721254773994,0,1,1,Two year,No,Mailed check,1,0
49,39.24147325232152,1909.4566765254276,1,0,1,One year,No,Electronic check,0,0
14,38.83269177280415,570.2657630814989,0,0,0,One year,No,Mailed check,0,0
6,30.53812286764805,93.09181951985234,0,0,1,One year,Fiber optic,Credit card (automatic),0,0
39,36.959549017669275,1478.644008760689,0,1,0,Month-to-month,Fiber optic,Electronic check,0,1
27,21.17891495551377,603.8998787790104,0,0,0,Month-to-month,No,Credit card (automatic),1,0
31,85.4231449748532,2575.331099636845,0,0,0,Month-to-month,DSL,Electronic check,0,1
14,58.13971163126943,770.3638362158598,0,1,0,One year,No,Electronic check,1,0
69,74.1524598773145,5083.370021010458,0,0,0,One year,DSL,Electronic check,0,0
64,81.69576180207994,5218.39399999217,0,1,0,One year,DSL,Electronic check,1,0
3,115.24845622761592,310.4999161257266,0,1,0,One year,DSL,Mailed check,0,0
10,24.826586585550096,236.0177866141601,1,0,0,One year,Fiber optic,Credit card (automatic),1,0
25,59.7917684831438,1527.472388264028,0,0,0,One year,DSL,Mailed check,1,1
60,42.5897933526481,2527.479221287856,0,1,0,Month-to-month,DSL,Mailed check,0,0
36,65.67119318568142,2379.02530523106,1,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
22,110.04723006138882,2429.8159844964503,0,1,0,Month-to-month,Fiber optic,Mailed check,0,1
39,90.39842652481514,3377.6623710126837,1,1,0,Month-to-month,No,Electronic check,0,1
22,84.19495864798934,1811.897756773587,0,0,1,Month-to-month,DSL,Bank transfer (automatic),0,0
15,62.12458764311774,981.152008584166,0,1,1,One year,DSL,Bank transfer (automatic),0,0
60,85.11124983744358,5061.938285408984,0,0,0,Month-to-month,DSL,Mailed check,1,0
67,21.23753772744081,1369.3734275471713,1,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
30,76.62386720298944,2350.510680938228,0,0,0,One year,Fiber optic,Bank transfer (automatic),0,0
52,73.37765625992483,3823.310328029949,0,1,0,Month-to-month,DSL,Mailed check,0,0
24,52.664043196319284,1336.8000485041496,0,1,0,One year,Fiber optic,Mailed check,1,0
43,38.15141254241084,1617.2707564476905,0,0,0,Two year,No,Electronic check,0,0
11,98.75555509993009,1146.4178154533533,0,1,0,One year,DSL,Credit card (automatic),1,0
8,23.386211445509648,142.64752213122148,0,0,0,One year,Fiber optic,Bank transfer (automatic),1,0
11,24.967286442358777,146.21747619118918,1,1,0,Two year,DSL,Credit card (automatic),1,0
68,62.05217439841466,4253.21150820007,0,1,0,Month-to-month,DSL,Credit card (automatic),1,0
53,43.25545474086051,2321.2007199219674,0,1,1,One year,DSL,Credit card (automatic),0,0
53,92.54524135070204,4938.541872652462,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
27,81.4190076921191,2187.986311474199,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
55,95.25347961266314,5312.288922372565,1,0,0,Month-to-month,No,Credit card (automatic),0,0
68,50.46789563378011,3475.092334456327,0,1,0,One year,No,Mailed check,0,1
57,92.05189396178675,5288.2039048886445,0,0,0,Two year,Fiber optic,Bank transfer (automatic),1,0
41,104.23032360263988,4279.525971622245,0,0,0,Two year,DSL,Electronic check,0,0
37,52.52744944185717,1876.165703103425,0,1,0,Month-to-month,No,Credit card (automatic),0,1
67,51.989582116183335,3486.6843617036257,0,1,1,Month-to-month,No,Bank transfer (automatic),1,0
52,107.99514039064263,5633.720123212538,0,1,0,One year,No,Bank transfer (automatic),0,0
32,22.979025318770915,836.969007149147,1,1,0,One year,DSL,Credit card (automatic),0,0
70,53.018940573084436,3724.628041343974,0,0,1,Month-to-month,Fiber optic,Electronic check,0,1
55,29.867249207180407,1590.3944953853438,1,0,0,Month-to-month,No,Mailed check,1,0
71,20.89805902499762,1507.126619683415,1,1,0,Month-to-month,Fiber optic,Mailed check,1,0
50,29.28694176468221,1527.2231924035204,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
42,61.1245791180277,2652.6605580084615,0,1,0,One year,Fiber optic,Electronic check,1,0
14,86.69560692277908,1208.3934565657776,0,1,0,Month-to-month,Fiber optic,Electronic check,1,1
37,46.92824244419629,1726.365563882423,0,1,0,Month-to-month,No,Credit card (automatic),1,0
14,102.96753074011248,1370.9777159452856,0,1,0,Month-to-month,No,Credit card (automatic),1,1
4,61.761562873835004,216.8790449997829,0,1,0,Two year,No,Electronic check,1,0
53,114.82280509617436,6107.249401430958,0,0,0,Month-to-month,No,Mailed check,1,0
50,113.41556694437,5594.5852669673795,0,1,1,Month-to-month,Fiber optic,Credit card (automatic),1,0
9,95.3276222666815,960.3262087155637,1,0,1,One year,DSL,Credit card (automatic),0,1
11,111.24054961466182,1205.8126712036837,1,1,0,One year,DSL,Mailed check,1,0
3,88.70960761611116,272.14680005400623,0,1,1,One year,No,Mailed check,1,0
17,107.55831899911814,1845.598517604567,0,1,0,Month-to-month,DSL,Credit card (automatic),1,0
35,41.64737173663065,1514.115257095812,1,1,1,Two year,Fiber optic,Electronic check,1,0
24,52.54202001767987,1274.3440686656884,1,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
35,93.29300660048615,3211.8500137378687,0,0,1,Month-to-month,DSL,Mailed check,1,0
66,60.45612382065571,4011.1944124386123,0,1,1,One year,Fiber optic,Credit card (automatic),1,0
8,101.73274338245179,870.2141768994312,1,1,0,Month-to-month,No,Bank transfer (automatic),1,1
60,105.76388715877751,6301.098436844041,1,1,0,Month-to-month,DSL,Mailed check,0,1
52,47.97294847209248,2534.5949450401404,0,1,1,One year,Fiber optic,Credit card (automatic),0,0
17,100.34508081895736,1718.5788318798202,1,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
42,33.42642710651501,1408.6674187232372,0,0,0,Two year,Fiber optic,Mailed check,1,0
34,51.4196711536849,1716.269418098438,1,1,0,One year,DSL,Bank transfer (automatic),0,0
62,69.7964951121389,4316.270463639154,0,0,0,One year,No,Electronic check,1,1
3,40.64437621038922,143.86179040253202,0,0,0,Two year,Fiber optic,Mailed check,0,0
40,75.92678295751992,3015.8625006635466,0,1,0,One year,Fiber optic,Bank transfer (automatic),0,0
44,75.86950787176465,3289.294087801914,1,0,0,One year,Fiber optic,Electronic check,0,0
49,38.690289485090574,1844.8176903063545,0,1,1,One year,No,Bank transfer (automatic),1,0
27,97.56413448854566,2648.2776442495624,0,0,0,One year,Fiber optic,Mailed check,1,0
41,81.16444894114969,3352.2059527117417,0,0,0,One year,Fiber optic,Mailed check,1,1
68,49.77605068249542,3381.3869336880352,0,1,0,Month-to-month,Fiber optic,Mailed check,1,1
0,41.21847834702919,90.75613112747315,0,0,1,Two year,DSL,Electronic check,0,0
38,105.87501388344936,3938.2168273344773,0,0,0,Month-to-month,DSL,Credit card (automatic),0,0
16,101.57422452246527,1644.172912977942,0,0,1,Month-to-month,DSL,Mailed check,0,0
34,40.97606748555263,1301.1495580308929,0,0,0,Month-to-month,DSL,Electronic check,1,0
45,21.560522651650878,965.0332177874604,0,0,0,One year,Fiber optic,Electronic check,1,0
41,98.45325957431238,4049.0859145699897,0,1,0,Two year,DSL,Mailed check,1,0
38,79.55085552650431,3014.106635671177,0,1,0,Two year,No,Mailed check,0,0
48,28.08820280534597,1250.6267762686361,0,0,1,One year,No,Mailed check,0,0
61,76.7358206218895,4676.129089012554,0,1,0,One year,Fiber optic,Mailed check,0,0
37,63.218268536169425,2339.2220229616505,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,0
22,95.45503274736916,2144.884845474665,0,0,1,Month-to-month,Fiber optic,Credit card (automatic),1,0
21,38.908484215873,745.7269454414294,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
3,63.31567443050265,261.9951768576675,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,1
48,33.624411425191674,1488.0809072556613,0,1,1,Two year,Fiber optic,Bank transfer (automatic),0,0
58,113.75272278108467,6532.858021137,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
67,95.87381569251642,6432.352534731122,0,0,1,One year,Fiber optic,Electronic check,1,0
70,91.67224265013965,6432.5898542585155,0,1,1,Two year,Fiber optic,Credit card (automatic),1,0
1,87.0206665020802,162.6184320378005,1,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,1
48,60.33364424663817,2905.6776877576085,0,1,0,Month-to-month,No,Credit card (automatic),0,0
30,110.32824157031447,3304.7703143888143,0,1,0,Month-to-month,Fiber optic,Electronic check,1,0
39,25.29170119270054,1008.5981840959505,0,0,0,Month-to-month,DSL,Bank transfer (automatic),0,0
47,98.32590716789518,4504.25433407994,1,0,1,One year,Fiber optic,Credit card (automatic),1,0
50,39.523273210573265,1925.7803443193845,0,1,0,Month-to-month,Fiber optic,Mailed check,0,0
42,50.4027955633848,2058.1506549926326,1,0,0,One year,Fiber optic,Electronic check,0,0
54,69.94297289673082,3824.5173824559365,0,0,0,Two year,No,Electronic check,0,0
48,96.26550110555796,4685.7444189449925,0,1,0,Month-to-month,DSL,Electronic check,1,0
56,101.85349076537366,5797.043765039195,0,0,0,Month-to-month,DSL,Electronic check,0,0
14,76.37322501601248,1097.7027845674152,0,0,1,One year,Fiber optic,Bank transfer (automatic),1,1
26,58.30354889346852,1560.4928065752792,0,1,0,Month-to-month,DSL,Bank transfer (automatic),0,0
67,112.65024214032101,7552.263140723695,0,0,1,Month-to-month,Fiber optic,Credit card (automatic),0,0
63,42.65212958393683,2662.1187264320215,1,0,0,One year,Fiber optic,Credit card (automatic),1,0
29,98.30945758806354,2796.993855298599,1,0,0,Month-to-month,Fiber optic,Electronic check,1,0
35,79.20496214481533,2713.713108428652,0,0,0,Two year,Fiber optic,Mailed check,0,0
66,55.689501688521375,3606.9472733273756,0,0,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
48,18.13679843635368,907.121782156022,1,0,0,Month-to-month,DSL,Electronic check,1,0
54,62.65993013486268,3363.1396593863465,0,1,1,Two year,Fiber optic,Bank transfer (automatic),1,0
55,45.67199975422993,2475.782893295581,0,0,1,Month-to-month,Fiber optic,Electronic check,1,0
67,28.43466133255606,1803.7641707334994,0,0,1,Month-to-month,Fiber optic,Mailed check,0,0
43,25.515856533808485,1051.5231945855694,0,0,0,Two year,Fiber optic,Electronic check,1,1
30,52.7558327311602,1568.3197053248048,1,1,0,Month-to-month,Fiber optic,Electronic check,0,0
57,79.47573887406486,4453.296640259686,0,0,0,Month-to-month,DSL,Electronic check,1,0
52,101.75193153647736,5424.100236801764,0,1,0,Month-to-month,No,Mailed check,1,0
22,36.35632449473269,732.8217484880743,0,1,1,Month-to-month,Fiber optic,Credit card (automatic),0,1
27,60.46439713090496,1690.168084713789,0,1,1,One year,Fiber optic,Credit card (automatic),0,0
15,57.19561401421522,851.9080506828859,1,1,1,Month-to-month,DSL,Credit card (automatic),1,1
36,69.33940092085156,2467.895095800056,0,1,0,One year,DSL,Electronic check,0,0
20,98.95872708095528,1966.7030046981613,0,0,0,Month-to-month,No,Credit card (automatic),1,1
16,73.36452179992348,1174.5353856581735,1,0,0,Two year,Fiber optic,Electronic check,0,1
36,102.66549135022942,3707.283502439844,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
18,69.85517560689777,1208.2967369484847,0,0,1,One year,Fiber optic,Electronic check,1,1
29,78.38473651812714,2301.1234005490187,0,1,1,Two year,Fiber optic,Bank transfer (automatic),1,0
44,61.73832424929898,2702.5209055897712,0,1,0,Month-to-month,DSL,Electronic check,1,0
17,100.30955802956336,1638.6993546294816,0,1,0,Month-to-month,DSL,Mailed check,0,1
61,110.38272063646527,6711.954339169172,0,1,0,Month-to-month,DSL,Mailed check,1,0
35,81.91447381231457,2937.9911164933237,0,1,0,Two year,Fiber optic,Credit card (automatic),0,0
51,100.07824491729039,5114.962015244425,0,1,0,One year,No,Mailed check,0,0
18,23.90033339991003,430.43441110199444,0,0,0,Two year,Fiber optic,Electronic check,0,0
43,108.61117514466575,4650.395215663655,0,0,0,One year,No,Mailed check,1,0
6,36.89250668391246,205.399753114281,0,0,1,Month-to-month,DSL,Mailed check,0,1
43,43.652042732580796,1888.0430704087235,1,0,0,Month-to-month,No,Electronic check,0,1
67,23.333006820674626,1550.0373962386395,1,1,1,Two year,Fiber optic,Credit card (automatic),0,0
33,114.5400116974059,3802.5259796983714,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
65,103.20108494883763,6724.233418286483,1,1,1,Month-to-month,Fiber optic,Credit card (automatic),1,0
68,109.31846040910838,7374.0067073401515,0,0,1,One year,Fiber optic,Bank transfer (automatic),1,0
54,102.7216167760015,5573.360949064979,0,0,0,Month-to-month,DSL,Credit card (automatic),0,1
9,65.95305527212889,545.8477288975727,1,0,0,Month-to-month,DSL,Electronic check,1,0
41,110.40819340907635,4476.949691447645,0,0,0,One year,DSL,Credit card (automatic),1,0
40,114.94728204271883,4596.62788564002,0,0,0,Month-to-month,Fiber optic,Electronic check,0,1
68,68.25669767893976,4654.365869304247,0,0,0,Month-to-month,No,Bank transfer (automatic),1,0
9,35.56247813288382,350.80859355780086,0,1,0,Month-to-month,DSL,Mailed check,1,0
9,83.86225089630943,646.9435291940162,0,0,1,One year,Fiber optic,Electronic check,1,0
59,115.54382898535707,6856.548284439795,0,0,0,Month-to-month,DSL,Bank transfer (automatic),1,0
50,105.2146859858875,5281.3674012555,0,0,0,Month-to-month,DSL,Bank transfer (automatic),0,0
20,104.18151761459075,2047.3252638386932,0,1,0,Two year,Fiber optic,Mailed check,1,0
7,111.3818016807282,767.8563174583547,0,0,1,Month-to-month,Fiber optic,Electronic check,1,0
64,107.39522605525471,6883.199427954203,0,0,0,Month-to-month,DSL,Credit card (automatic),1,0
29,95.62816640182929,2598.727822189581,0,1,0,Month-to-month,No,Bank transfer (automatic),0,0
48,89.82728321618272,4249.158355272188,0,0,1,Month-to-month,DSL,Credit card (automatic),1,0
8,44.476717374475434,413.8775012184659,1,0,0,One year,Fiber optic,Electronic check,0,0
16,80.13400214284492,1252.0250262016027,0,1,0,Two year,Fiber optic,Electronic check,1,0
68,70.14886217058896,4765.826551257658,0,1,0,Month-to-month,DSL,Mailed check,0,1
57,104.19440915809912,5933.248905913098,1,0,0,One year,Fiber optic,Credit card (automatic),0,1
56,67.1712573490072,3797.3230501212934,1,1,0,Two year,DSL,Electronic check,0,0
61,30.77427635426891,1856.8987666671985,0,1,1,Month-to-month,DSL,Mailed check,1,1
51,18.497248532234916,927.2516884969406,0,0,0,Month-to-month,DSL,Bank transfer (automatic),1,0
60,85.78731204686652,5156.767587298379,0,1,0,One year,Fiber optic,Credit card (automatic),0,0
39,72.99083871271614,2888.975244225067,0,1,0,Month-to-month,DSL,Mailed check,0,0
37,51.096290435844836,1948.7170317236705,0,0,0,One year,Fiber optic,Mailed check,1,0
42,34.897215003789036,1449.734405893979,0,1,0,One year,DSL,Bank transfer (automatic),0,0
62,64.6715322403902,3985.0902621008854,0,0,1,Month-to-month,DSL,Mailed check,0,0
18,28.028647247890564,497.20269955662025,0,1,1,Month-to-month,No,Mailed check,0,0
49,51.610848922114315,2595.6837578834775,0,1,0,Month-to-month,No,Bank transfer (automatic),0,0
32,55.92119062356344,1828.3926812169539,1,0,0,Month-to-month,DSL,Mailed check,0,0
12,64.56186948379622,750.7542930153206,1,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
61,64.66207513388468,3863.6842769141854,0,1,1,One year,Fiber optic,Electronic check,1,0
42,43.70056434742772,1890.77214597571,0,1,0,Month-to-month,DSL,Mailed check,1,1
